"SupSonicSweep2_012726: Design Number","SupSonicSweep2_012726: BEAVSExtension (mm)","SupSonicSweep2_012726: BEAVSPosition (m)","SupSonicSweep2_012726: FreestreamAltitude (ft)","SupSonicSweep2_012726: FreestreamMach","SupSonicSweep2_012726: FreestreamTemperature (C)","SupSonicSweep2_012726: NumSteps","SupSonicSweep2_012726: Cell Count","SupSonicSweep2_012726: Center of Loads (m)","SupSonicSweep2_012726: Drag BEAVS (N)","SupSonicSweep2_012726: Drag Center Body (N)","SupSonicSweep2_012726: Drag Coefficient","SupSonicSweep2_012726: Drag Fins (N)","SupSonicSweep2_012726: Drag Nose (N)","SupSonicSweep2_012726: Drag of all external components (N)","SupSonicSweep2_012726: Drag Tail & Base (N)","SupSonicSweep2_012726: Total Solver CPU Time (s)","SupSonicSweep2_012726: Total Solver Elapsed Time (s)"
52.0,0.0,1.4,3600.0,0.61,7.0,470.0,1244965.0,-0.7292553873480697,0.05259477728545557,22.99059958754582,0.7029679963838461,13.209312064645196,-120.35651808635272,87.7273939642468,171.83140562112303,14451.032340000014,1823.621843762
53.0,0.0,1.4,3600.0,0.62,7.0,470.0,1245188.0,-0.7305335047784608,0.05457896240753202,24.01473174876321,0.7113161379867847,13.649754008811488,-119.83381774567582,91.70352643617193,173.8182794618655,17099.739365999998,2238.426271979
54.0,0.0,1.4,3600.0,0.63,7.0,470.0,1245499.0,-0.731902867667254,0.052725726053864296,23.216606651704392,0.6795236015452104,13.871255409057596,-119.0753238840666,90.45355407625671,172.38829017350747,13984.632528999982,1759.7311605340021
55.0,0.0,1.4,3600.0,0.64,7.0,470.0,1245921.0,-0.733263413240693,0.054047447325171936,23.85880885032305,0.6885632439942637,14.317988883581942,-117.86270664657755,94.58968407446325,174.22154553981062,15446.611716999982,1980.4040753819997
56.0,0.0,1.4,3600.0,0.65,7.0,470.0,1246090.0,-0.7347764663009196,0.05397161213886137,23.747093502823876,0.6825779233747389,14.633959207917277,-116.00540417831195,96.720591833197,174.29097168862893,13833.747985999984,1745.5500636019983
57.0,0.0,1.4,3600.0,0.66,7.0,470.0,1246820.0,-0.7363647437553922,0.05442413370128042,23.916667282752268,0.6889765250084514,15.012497808113807,-113.50880060931779,100.65429162581387,175.17950301056433,14507.001562999987,1831.291598339003
58.0,0.0,1.4,3600.0,0.67,7.0,470.0,1247747.0,-0.7379674128929509,0.054456292744596096,23.99838854767786,0.6955758888051864,15.379442372564935,-110.81493997657962,104.72108552514854,176.10373828874077,13675.499998000003,1721.0209349180022
59.0,0.0,1.4,3600.0,0.6799999999999999,7.0,470.0,1248283.0,-0.7396317684129641,0.05478221623511702,24.13201441229161,0.7045224683397346,15.770895920561877,-107.8632169798854,109.2578509376527,177.1633753684495,16526.972429999998,2163.5897686330013
60.0,0.0,1.4,3600.0,0.69,7.0,470.0,1248802.0,-0.7412910697171852,0.055253522616545855,24.34339241058835,0.7182613164258929,16.209244512246553,-104.64711274742287,114.68870668620158,178.72792898817303,15598.132813000002,2008.624172627999
61.0,0.0,1.4,3600.0,0.7,7.0,470.0,1250040.0,-0.7430884455400057,0.05568065101555752,24.463422071578012,0.7284691110053336,16.614297232633092,-101.19648352179628,119.7146213502688,179.77770491683842,13881.221539999982,1746.3012090060006
